Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1571961600000,0.025810000000000003,0.07400000000000001,0.025810000000000003,0.04488,5384846.9,1572004799999,239065.022717,23521,2211055.3,98960.865032,0
1572004800000,0.04489,0.08743,0.04432,0.06962,3208087.2,1572047999999,198097.51661,19255,1751125.9,108008.05488599998,0
1572048000000,0.06962,0.073,0.05275,0.0613,1229497.2,1572091199999,74156.213529,6942,598127.6,36109.502256,0
1572091200000,0.0609,0.061479999999999986,0.051,0.05147,427243.5,1572134399999,23393.208156,2769,146262.9,8041.792806,0
1572134400000,0.051570000000000005,0.05301,0.041,0.04263,416368.3,1572177599999,19135.772806,1980,167217.3,7590.349362000001,0
1572177600000,0.042010000000000006,0.04782,0.04125,0.04182,262620.0,1572220799999,11540.61834,1985,108003.8,4772.790398,0
1572220800000,0.04213,0.04527,0.037000000000000005,0.0408,310256.2,1572263999999,12360.851253,2142,112437.9,4467.298679,0
1572264000000,0.04091,0.05374,0.04081,0.04564,639357.5,1572307199999,30686.168707,4226,309828.8,14895.733925,0
1572307200000,0.04572,0.04699,0.04035,0.04446,238592.8,1572350399999,10426.840954,2283,94609.7,4154.624522,0
1572350400000,0.04426,0.04464,0.04172,0.04189,137547.9,1572393599999,5894.5428649999985,1545,54148.7,2328.48882,0
1572393600000,0.04189,0.04477,0.04074,0.04237,126130.9,1572436799999,5346.068157,1736,54566.5,2313.935985,0
1572436800000,0.04237,0.0435,0.04135,0.04281,38166.1,1572479999999,1617.768931,652,18442.8,783.0249,0
1572480000000,0.04269,0.04269,0.03941,0.04037,43246.7,1572523199999,1783.033955,694,13938.5,579.395399,0
1572523200000,0.04037,0.04087,0.03955,0.04016,14303.9,1572566399999,573.897546,398,4428.0,178.322337,0
1572566400000,0.04027,0.041,0.0392,0.04011,56668.9,1572609599999,2257.540055,638,26204.1,1048.450541,0
1572609600000,0.04001,0.0436,0.04001,0.04148,77352.4,1572652799999,3257.724548,815,40310.7,1698.2922399999998,0
1572652800000,0.04148,0.04676,0.04078,0.04504,148880.5,1572695999999,6552.825078,1095,78824.5,3465.532072,0
1572696000000,0.04531,0.04924,0.04375,0.04688,179795.5,1572739199999,8212.241506999999,1223,92064.5,4197.543376,0
1572739200000,0.04698,0.05799,0.04666,0.05456,561185.2,1572782399999,29886.3385,4006,266981.5,14134.159608000002,0
1572782400000,0.05449,0.065,0.054000000000000006,0.05801,361408.7,1572825599999,21551.728349,4244,179367.1,10805.12661,0
1572825600000,0.05803,0.06858,0.05261,0.05654,284669.4,1572868799999,16894.964001,4541,127376.9,7751.793331,0
1572868800000,0.056379999999999986,0.0604,0.05448,0.05612,350361.7,1572911999999,19953.146526,2022,159301.3,9064.885305,0
1572912000000,0.056020000000000014,0.05719,0.05013,0.05359,184398.3,1572955199999,9769.352373,1978,69694.2,3665.389869,0
