Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1600992000000,718.0,11498.22,718.0,11444.3,8989.5,1601035199999,100808011.319,850,4175.3,46843739.25,0
1601035200000,11416.29,13058.98,11168.22,12506.8,18585.0,1601078399999,227442901.596,1905,8171.2,99817222.378,0
1601078400000,12506.8,12851.0,12332.43,12411.74,3425.7,1601121599999,42965751.97,297,725.8,9137866.266,0
1601121600000,12411.74,12438.18,11681.09,11937.71,4643.0,1601164799999,55661116.579,163,2527.6,30315921.574,0
1601164800000,12116.63,12116.63,11596.77,11763.0,228.8,1601207999999,2712059.237,38,96.1,1151373.052,0
1601208000000,11999.96,12732.67,11866.58,12435.61,1580.0,1601251199999,19728294.004,106,81.6,1012983.159,0
1601251200000,12547.21,12787.36,12218.77,12218.77,201.8,1601294399999,2510244.677,30,104.3,1299118.718,0
1601294400000,12411.92,12512.72,11878.93,11887.91,346.5,1601337599999,4213642.461,40,84.1,1031090.739,0
1601337600000,11887.91,11992.71,11594.83,11729.98,200.8,1601380799999,2379409.364,22,73.3,865375.426,0
1601380800000,11748.92,11748.92,11056.24,11628.86,716.9,1601423999999,8197413.147999999,68,179.1,2021357.715,0
1601424000000,11864.7,11864.7,11313.44,11313.44,666.1,1601467199999,7744736.04,39,59.0,674869.291,0
1601467200000,11427.27,11565.69,11306.75,11505.34,28.8,1601510399999,329942.974,11,2.7,31014.308,0
1601510400000,11575.99,12038.06,11575.99,12038.06,23.2,1601553599999,270252.877,11,2.2,25568.004,0
1601553600000,12027.17,12027.17,10900.0,11244.74,575.9,1601596799999,6568310.88,68,233.8,2640884.755,0
1601596800000,10877.29,11066.86,10410.0,10554.58,343.0,1601639999999,3690970.408,41,159.4,1748460.821,0
1601640000000,10393.82,10857.4,10393.82,10639.76,144.9,1601683199999,1559032.999,19,113.9,1228419.573,0
1601683200000,10796.3,10858.98,10750.74,10815.03,31.6,1601726399999,340853.156,6,30.9,333251.87,0
1601726400000,10687.14,11148.97,10677.56,10923.22,415.1,1601769599999,4529509.562,17,0.2,2184.644,0
1601769600000,10904.12,10904.12,10771.13,10771.13,21.6,1601812799999,232731.223,5,1.6,17308.623,0
1601812800000,10852.18,11026.07,10790.83,11026.07,288.2,1601855999999,3153721.534,25,203.3,2228624.813,0
1601856000000,10911.79,10930.36,10871.74,10930.36,14.7,1601899199999,160653.137,6,14.3,156298.432,0
1601899200000,11006.05,11250.98,11006.05,11147.35,99.9,1601942399999,1114977.25,16,36.5,407646.654,0
1601942400000,11044.31,11044.31,10547.5,10547.5,42.6,1601985599999,467187.032,7,18.9,206919.96,0
1601985600000,10682.84,10732.24,10066.31,10250.0,289.9,1602028799999,2957912.738,26,167.8,1711324.456,0
1602028800000,10166.0,10309.03,9900.0,10124.0,385.2,1602071999999,3930607.952,32,312.4,3190458.322,0
1602072000000,10344.91,10425.3,10240.16,10383.96,171.8,1602115199999,1779953.791,10,123.9,1286027.647,0
1602115200000,10299.6,10299.6,9911.4,9938.17,239.2,1602158399999,2384139.465,19,12.7,130804.92,0
1602158400000,10060.46,11145.6,10060.46,11005.88,1120.7,1602201599999,12170673.012,59,552.4,6020246.112000002,0
1602201600000,10990.0,11819.54,10870.99,11570.64,1611.8,1602244799999,18555687.485,55,1419.0,16330796.062,0
1602244800000,11640.18,11999.13,11480.56,11937.2,586.0,1602287999999,6934889.356000002,47,347.7,4109580.243,0
1602288000000,11913.4,12436.7,11911.71,11975.92,886.0,1602331199999,10771194.983,46,190.7,2343552.026,0
1602331200000,12146.53,12177.32,11867.24,12050.69,83.2,1602374399999,1002607.99,14,31.0,373117.74,0
1602374400000,11799.48,12193.2,11609.69,12193.2,143.9,1602417599999,1698284.78,13,100.6,1188010.004,0
1602417600000,12092.22,12500.0,12069.55,12382.96,931.3,1602460799999,11485782.354,54,557.1,6879069.89,0
1602460800000,12321.04,12948.22,12237.0,12345.97,1138.0,1602503999999,14408180.422,82,731.7,9298755.421,0
1602504000000,12496.39,13432.84,12496.39,13019.45,1304.3,1602547199999,17076358.48,112,727.0,9458406.663,0
1602547200000,12966.04,13212.21,12887.28,13212.21,99.3,1602590399999,1301338.685,20,98.6,1292264.059,0
1602590400000,12921.36,12921.36,12169.04,12685.2,978.9,1602633599999,12125754.69,77,347.8,4303195.246,0
1602633600000,12604.45,12947.89,12490.44,12490.44,290.5,1602676799999,3735612.67,19,259.2,3335434.686,0
1602676800000,12437.73,12947.89,12272.01,12588.68,645.0,1602719999999,8115826.399,64,376.1,4755443.141,0
1602720000000,12423.84,12423.84,12087.63,12160.41,216.0,1602763199999,2672652.835,27,92.1,1141536.843,0
1602763200000,12316.45,12459.6,12198.13,12335.15,291.4,1602806399999,3594106.5130000007,31,158.4,1964068.092,0
1602806400000,12071.13,12210.31,11857.84,12210.31,677.4,1602849599999,8173803.357000002,86,457.9,5536912.84,0
1602849600000,12266.3,12445.5,12160.3,12206.4,99.8,1602892799999,1224551.482,16,28.1,342349.83,0
1602892800000,12192.03,12228.39,12126.4,12188.84,54.1,1602935999999,660076.311,8,19.2,234632.103,0
1602936000000,12127.88,12289.11,12048.12,12263.27,237.6,1602979199999,2904527.482,20,223.4,2730443.736,0
1602979200000,12321.12,12321.12,12321.12,12321.12,0.2,1603022399999,2464.224,1,0.0,0.0,0
1603022400000,12351.29,12577.58,12351.29,12471.13,92.8,1603065599999,1163760.999,15,44.4,557921.2320000001,0
1603065600000,12441.61,12441.61,12265.24,12307.41,104.0,1603108799999,1277875.077,19,22.4,275457.4,0
1603108800000,12371.38,12761.28,12371.38,12379.75,535.0,1603151999999,6746110.19,52,316.6,3996828.042,0
1603152000000,12435.7,12484.34,11873.12,11873.12,668.9,1603195199999,8200431.352999999,48,68.6,838861.323,0
1603195200000,11840.05,11920.55,11275.47,11313.81,890.6,1603238399999,10280814.032,60,459.3,5303955.524,0
1603238400000,11460.43,12000.88,11460.43,11826.5,288.2,1603281599999,3393643.15,30,139.3,1635898.638,0
1603281600000,11779.38,12484.34,11719.34,12210.52,1116.1,1603324799999,13562944.972,61,570.6,6927862.405,0
1603324800000,12215.63,13036.84,12210.21,13036.84,444.4,1603367999999,5620614.438999998,51,366.9,4645501.137,0
1603368000000,13013.22,13911.38,12813.76,13524.76,1564.3,1603411199999,21169290.294,84,1012.6,13690436.768,0
1603411200000,13395.95,13712.75,13207.68,13610.93,561.4,1603454399999,7529949.043,39,367.1,4909539.063999998,0
1603454400000,13526.94,13770.05,13111.23,13770.05,469.3,1603497599999,6366368.642999998,32,349.5,4750308.476,0
1603497600000,13766.02,14116.08,13672.44,14005.05,325.2,1603540799999,4537574.044,19,214.4,2998190.248,0
1603540800000,13967.79,14487.22,13967.79,14314.65,925.8,1603583999999,13244471.137,35,607.1,8696980.421,0
1603584000000,14184.31,14378.78,13656.41,13724.71,460.9,1603627199999,6413820.131,52,242.3,3369745.271,0
1603627200000,13895.52,13918.01,13516.34,13594.73,188.8,1603670399999,2606849.33,19,130.2,1798629.0,0
1603670400000,13539.12,13923.78,13539.12,13738.57,240.9,1603713599999,3303374.439,26,59.5,817014.7059999999,0
1603713600000,13566.9,13566.9,12928.38,13264.05,424.8,1603756799999,5620916.11,55,244.2,3233335.047,0
1603756800000,13341.86,13488.33,12955.69,13488.33,911.9,1603799999999,12081336.101,53,246.6,3225921.097,0
1603800000000,13478.36,13950.11,13392.67,13392.67,827.8,1603843199999,11284816.039,54,384.0,5204493.259,0
1603843200000,13300.8,13595.25,12900.76,12969.25,253.5,1603886399999,3387832.698000001,24,133.5,1787325.439,0
1603886400000,13020.57,13073.22,12660.05,12783.58,410.6,1603929599999,5269699.323,22,205.0,2634761.437,0
1603929600000,12967.52,13283.09,12811.92,12811.92,277.8,1603972799999,3654668.724,22,193.3,2547263.628,0
1603972800000,12717.11,13167.13,12591.6,12773.79,816.3,1604015999999,10448173.284,65,367.5,4729236.32,0
1604016000000,12655.28,12804.62,12197.9,12224.07,781.7,1604059199999,9776549.283,51,535.9,6728240.762999998,0
1604059200000,12371.85,12782.76,12371.85,12547.46,678.0,1604102399999,8484556.911,35,386.8,4841639.562,0
1604102400000,12516.4,12813.64,12385.42,12733.26,518.0,1604145599999,6570850.591,35,153.2,1929212.516,0
1604145600000,12709.45,12709.45,12603.44,12637.91,24.6,1604188799999,311474.351,5,18.1,229068.101,0
1604188800000,12748.62,12764.91,12534.92,12534.92,170.3,1604231999999,2162598.898,12,156.5,1988204.105,0
1604232000000,12564.87,13020.18,12564.87,13020.18,194.7,1604275199999,2506246.076,18,114.5,1472958.306,0
1604275200000,13176.17,13176.17,12510.9,12510.9,645.9,1604318399999,8220591.6,28,535.3,6807889.673,0
1604318400000,12476.03,12480.69,12221.53,12244.92,338.7,1604361599999,4188495.799,19,130.0,1600852.319,0
1604361600000,12158.85,12158.85,11653.4,11941.72,426.8,1604404799999,5082401.743,30,183.7,2202078.201,0
1604404800000,11895.5,12011.57,11483.31,11763.7,371.7,1604447999999,4410328.188999998,21,0.4,4777.144,0
1604448000000,11613.04,11788.57,11539.28,11597.0,126.4,1604491199999,1468973.03,14,41.4,482079.367,0
1604491200000,11450.89,11962.22,11138.4,11780.78,1351.6,1604534399999,15639549.747,58,690.0,7981632.481000002,0
1604534400000,11819.02,11835.39,11514.39,11575.42,279.3,1604577599999,3288974.091,16,234.7,2774388.684,0
1604577600000,11440.75,12556.09,11440.75,12197.8,1085.3,1604620799999,13315947.737,65,545.1,6675251.81,0
1604620800000,12258.81,13006.4,12258.81,13006.4,966.5,1604663999999,12285271.962,46,567.2,7221151.056,0
1604664000000,12886.08,13571.4,12811.29,13568.2,630.9,1604707199999,8244602.04,54,173.9,2275365.489,0
1604707200000,13791.71,15036.76,13759.12,14826.25,1620.4,1604750399999,23713451.478,124,647.1,9450665.825,0
1604750400000,14912.49,14912.49,13026.82,13255.28,3194.9,1604793599999,43625104.898,358,1579.3,21555403.143000007,0
1604793600000,13090.9,14052.3,12979.36,13996.99,1348.6,1604836799999,18158918.998,90,759.2,10278319.589,0
1604836800000,14071.52,14510.2,13777.05,14216.46,523.9,1604879999999,7418169.927,36,139.6,1979871.459,0
1604880000000,14112.57,14433.84,13522.24,14433.84,914.6,1604923199999,12772102.56,57,506.4,7097018.344,0
1604923200000,14351.37,14351.37,13631.11,14218.55,846.4,1604966399999,11840704.998,79,208.9,2937580.5110000004,0
1604966400000,13875.81,14664.3,13875.81,14224.0,732.0,1605009599999,10501139.248,62,177.4,2537310.889,0
1605009600000,14346.29,14676.78,14076.7,14671.74,311.7,1605052799999,4492356.358,28,131.2,1904412.812,0
1605052800000,14735.06,14831.1,14408.23,14465.3,378.4,1605095999999,5532831.972,32,91.8,1350630.046,0
1605096000000,14365.87,14771.74,14194.91,14194.91,340.8,1605139199999,4958998.278,48,82.2,1185025.303,0
1605139200000,13911.74,14343.77,13888.09,14114.65,146.5,1605182399999,2063028.933,17,113.5,1593661.9519999996,0
1605182400000,14074.4,14074.4,13588.11,13688.68,145.6,1605225599999,2008033.544,20,17.4,244831.276,0
1605225600000,13723.35,14219.87,13723.35,14148.75,177.6,1605268799999,2503012.051,16,141.1,2000208.941,0
1605268800000,14301.02,14301.02,13910.99,14300.24,200.6,1605311999999,2836528.038,21,92.1,1299774.106,0
1605312000000,14066.3,14068.45,13740.03,13942.82,234.0,1605355199999,3264263.037,20,202.8,2827712.698000001,0
1605355200000,13896.72,13969.98,13850.14,13936.13,155.5,1605398399999,2166710.022,12,129.1,1800437.0469999998,0
1605398400000,13866.43,13938.12,13763.04,13881.79,79.5,1605441599999,1104963.298,10,63.5,882728.71,0
1605441600000,13693.53,13762.02,13180.45,13455.13,172.2,1605484799999,2315307.827,22,75.3,1014887.915,0
1605484800000,13301.92,13688.39,13301.92,13619.93,126.1,1605527999999,1697878.293,15,71.3,960112.399,0
1605528000000,13551.49,14081.36,13551.49,13834.66,251.8,1605571199999,3525433.966,32,193.3,2708879.505,0
1605571200000,14073.13,14153.4,14029.85,14029.85,209.2,1605614399999,2952849.21,19,111.6,1575707.758,0
1605614400000,14078.3,14538.2,13806.9,14367.25,746.8,1605657599999,10571599.618,54,397.3,5626868.64,0
1605657600000,14970.97,15463.97,14343.29,14982.58,2582.8,1605700799999,38796473.358,166,1173.0,17628546.759,0
1605700800000,14733.66,15063.81,14264.16,15063.81,757.8,1605743999999,11050147.799,59,337.2,4898772.278,0
1605744000000,15057.6,15057.6,14557.07,14951.52,574.6,1605787199999,8489942.578,57,201.2,2959833.611,0
1605787200000,15084.49,15386.85,14898.94,14944.82,1159.0,1605830399999,17515259.36,63,491.1,7491634.155,0
1605830400000,15125.11,15628.5,15019.82,15628.5,541.5,1605873599999,8297718.892000001,42,285.6,4400884.337,0
1605873600000,15783.71,15901.61,15544.2,15544.2,561.7,1605916799999,8834602.908,45,336.8,5303452.427,0
1605916800000,15650.72,16021.56,15355.42,15824.44,776.1,1605959999999,12188106.891,49,615.7,9689681.751,0
1605960000000,15560.62,16918.46,15560.62,16833.85,1416.0,1606003199999,23407527.866,120,641.9,10575973.23,0
1606003200000,16918.68,17030.12,15278.62,15460.81,2313.8,1606046399999,37111760.636,237,942.2,15034647.941,0
1606046400000,15564.74,16423.21,15564.74,15884.99,2346.9,1606089599999,37557732.716,183,775.5,12352543.883,0
1606089600000,15992.9,16544.17,15694.32,16377.22,857.1,1606132799999,13795506.749000002,51,703.7,11331216.946,0
1606132800000,16234.76,16773.61,16057.41,16619.78,844.2,1606175999999,13856553.762,93,605.4,9946109.068,0
1606176000000,16716.04,18056.7,16671.27,16966.18,3285.9,1606219199999,56698373.946,315,1527.9,26378545.928000007,0
1606219200000,16739.17,17274.76,16536.92,17090.71,1245.3,1606262399999,21131603.713,127,497.2,8437068.824,0
1606262400000,17208.74,17285.14,16651.65,16896.36,637.9,1606305599999,10817182.624000002,63,316.9,5355220.57,0
1606305600000,16945.18,16962.13,15474.39,15838.63,1166.5,1606348799999,19027269.999,127,675.0,11009266.699,0
1606348800000,15738.54,16028.16,12953.17,13993.48,5567.6,1606391999999,77917691.249,482,2704.3,38142312.131,0
1606392000000,14223.22,14353.87,12810.56,14054.65,2274.1,1606435199999,30834098.035,229,1258.5,16984387.248,0
1606435200000,14057.61,14472.16,13392.48,13506.96,770.7,1606478399999,10839786.369,85,376.1,5267381.247,0
1606478400000,13775.59,14004.24,13469.6,14004.24,445.0,1606521599999,6104851.1910000015,47,392.3,5377562.602000001,0
1606521600000,14022.93,14072.43,14019.65,14072.43,95.5,1606564799999,1341019.972,9,11.4,159989.31,0
1606564800000,14113.44,14717.59,14100.62,14450.68,186.1,1606607999999,2685768.626,32,99.4,1441132.616,0
1606608000000,14324.04,14742.1,14249.39,14564.69,114.3,1606651199999,1653095.024,11,65.2,950523.895,0
1606651200000,14310.52,14713.6,14310.52,14598.3,137.4,1606694399999,1998192.28,19,15.2,223635.19,0
1606694400000,15060.19,15409.67,14923.02,15079.09,506.3,1606737599999,7705866.79,32,37.4,563718.093,0
1606737600000,15221.33,15574.11,15107.92,15469.55,859.7,1606780799999,13233405.378,72,343.9,5295008.912,0
1606780800000,15603.83,16068.53,15396.66,15592.94,1488.7,1606823999999,23280370.554,160,672.9,10526011.504,0
